,CCS,PrecIntensity,PrecMz,Precursor,RetTime,reps,Sample
35,134.2,248990.5,224.1292,Z1MZ224TIM6P1,6.385,2.0,SW218968-1
36,138.845,16885.0,285.0173,Z1MZ285TIM3P1,3.3810000000000002,2.0,SW218968-1
37,165.08999999999997,86342.5,457.15395,Z1MZ457TIM2P1,2.753,2.0,SW218968-1
38,126.78999999999999,12146.0,184.1705,Z1MZ184TIM3P1,3.618,2.0,SW218968-1
39,133.29500000000002,23976.5,226.12369999999999,Z1MZ226TIM3P1,3.8315,2.0,SW218968-1
40,129.47,38626.5,199.1813,Z1MZ199TIM5P1,5.141500000000001,2.0,SW218968-1
41,107.67,30128.5,157.1008,Z1MZ157TIM3P1,3.2505,2.0,SW218968-1
42,108.375,90356.0,157.10125,Z1MZ157TIM3P2,3.0495,2.0,SW218968-1
43,120.19999999999999,56148.5,177.12855000000002,Z1MZ177TIM3P1,3.2154999999999996,2.0,SW218968-1
44,110.23,36629.5,177.92995000000002,Z1MZ177TIM3P2,3.0715000000000003,2.0,SW218968-1
45,217.74,244915.0,511.384,Z1MZ511TIM4P1,4.8309999999999995,2.0,SW218968-1
46,185.16,145915.0,369.2618,Z1MZ369TIM5P1,5.821999999999999,2.0,SW218968-1
47,131.56,14008.5,220.11145,Z1MZ220TIM0P1,0.27349999999999997,2.0,SW218968-1
48,114.775,25102.5,175.1116,Z1MZ175TIM2P1,2.8659999999999997,2.0,SW218968-1
49,129.91000000000003,52961.0,301.9154,Z1MZ301TIM3P1,3.4779999999999998,2.0,SW218968-1
50,165.75,3622428.5,301.07955000000004,Z1MZ301TIM3P2,3.556,2.0,SW218968-1
51,165.805,175233.5,301.22434999999996,Z1MZ301TIM3P3,3.5605,2.0,SW218968-1
52,182.645,3310759.5,425.13689999999997,Z1MZ425TIM3P1,3.766,2.0,SW218968-1
53,133.925,74969.0,198.1857,Z1MZ198TIM4P1,4.308,2.0,SW218968-1
54,168.81,17886.0,308.21259999999995,Z1MZ308TIM3P1,3.0625,2.0,SW218968-1
55,169.75,49655.5,308.21115,Z1MZ308TIM3P2,3.2065,2.0,SW218968-1
56,189.25,76415.0,425.13495,Z1MZ425TIM4P1,4.1795,2.0,SW218968-1
57,194.655,351818.5,425.2153,Z1MZ425TIM4P2,4.591,2.0,SW218968-1
58,142.695,33475.5,273.16755,Z1MZ273TIM2P1,2.3209999999999997,2.0,SW218968-1
59,143.095,110698.0,273.16775,Z1MZ273TIM2P2,2.7355,2.0,SW218968-1
60,111.07499999999999,58682.0,246.86335,Z1MZ246TIM6P1,6.407,2.0,SW218968-1
61,147.435,15070.0,271.1884,Z1MZ271TIM3P1,3.7479999999999998,2.0,SW218968-1
62,124.63,17591.0,253.03635,Z1MZ253TIM3P1,3.364,2.0,SW218968-1
63,163.145,58073.5,393.21065,Z1MZ393TIM5P1,5.2940000000000005,2.0,SW218968-1
64,163.21499999999997,38589.5,393.20995,Z1MZ393TIM5P2,5.407,2.0,SW218968-1
65,211.74,495994.0,484.38435000000004,Z1MZ484TIM4P1,4.8435,2.0,SW218968-1
66,212.94,93395.5,504.1546,Z1MZ504TIM5P1,5.363,2.0,SW218968-1
67,272.62,282912.5,929.19885,Z1MZ929TIM3P1,3.7525,2.0,SW218968-1
68,149.535,58530.0,387.95529999999997,Z1MZ387TIM2P1,2.43,2.0,SW218968-1
69,130.96499999999997,19157.5,220.1126,Z1MZ220TIM1P1,1.2955,2.0,SW218968-1
70,131.485,30583.0,220.112,Z1MZ220TIM1P2,1.705,2.0,SW218968-1
71,131.3,36145.5,220.11214999999999,Z1MZ220TIM1P3,1.875,2.0,SW218968-1
72,106.985,130226.0,163.0769,Z1MZ163TIM3P1,3.3855000000000004,2.0,SW218968-1
73,162.115,335328.0,333.16705,Z1MZ333TIM4P1,4.407500000000001,2.0,SW218968-1
74,157.885,120011.5,440.87104999999997,Z1MZ440TIM6P1,6.394,2.0,SW218968-1
75,153.885,134498.5,303.1202,Z1MZ303TIM4P1,4.159,2.0,SW218968-1
76,178.245,16214.5,284.2943,Z1MZ284TIM5P1,5.8740000000000006,2.0,SW218968-1
77,143.83499999999998,32239.5,284.81435,Z1MZ284TIM5P2,5.9094999999999995,2.0,SW218968-1
78,189.25,1531449.5,399.30780000000004,Z1MZ399TIM5P1,5.5600000000000005,2.0,SW218968-1
79,194.63,150403.5,399.21180000000004,Z1MZ399TIM5P2,5.9315,2.0,SW218968-1
80,134.96,905623.5,327.88205,Z1MZ327TIM0P1,0.5305,2.0,SW218968-1
81,189.015,74056.5,435.16735,Z1MZ435TIM6P1,6.376,2.0,SW218968-1
82,189.58499999999998,23180.5,435.1674,Z1MZ435TIM6P2,6.119,2.0,SW218968-1
83,134.075,85092.0,307.91319999999996,Z1MZ307TIM0P1,0.6625,2.0,SW218968-1
84,134.155,26598.5,307.91420000000005,Z1MZ307TIM0P2,0.8540000000000001,2.0,SW218968-1
85,283.525,37052.5,241.11255,Z2MZ241TIM4P1,4.2195,2.0,SW218968-1
86,171.94,88526.0,379.18825000000004,Z1MZ379TIM5P1,5.106,2.0,SW218968-1
87,128.75,12308.0,219.1027,Z1MZ219TIM1P1,1.7755,2.0,SW218968-1
88,123.46000000000001,48443.0,217.1071,Z1MZ217TIM3P1,3.3209999999999997,2.0,SW218968-1
89,132.635,206242.5,288.92505,Z1MZ288TIM6P1,6.3895,2.0,SW218968-1
90,267.68,475780.5,415.14115,Z2MZ415TIM3P1,3.7615,2.0,SW218968-1
91,134.745,150755.5,264.05115,Z1MZ264TIM4P1,4.425,2.0,SW218968-1
92,122.58500000000001,6559.0,250.87715,Z1MZ250TIM2P1,2.534,2.0,SW218968-1
93,135.32999999999998,264996.5,224.12885,Z1MZ224TIM2P1,2.2995,2.0,SW218968-1
94,135.205,378290.5,224.1286,Z1MZ224TIM2P2,2.6485,2.0,SW218968-1
95,133.95,132774.5,224.12885,Z1MZ224TIM2P3,2.9189999999999996,2.0,SW218968-1
96,247.13,210285.0,313.14149999999995,Z2MZ313TIM3P1,3.3594999999999997,2.0,SW218968-1
97,205.67000000000002,3443833.0,489.2287,Z1MZ489TIM3P1,3.7569999999999997,2.0,SW218968-1
98,183.03,1156361.0,437.163,Z1MZ437TIM4P1,4.1505,2.0,SW218968-1
99,190.7,492443.0,437.1657,Z1MZ437TIM4P2,4.695,2.0,SW218968-1
100,172.33,2818171.5,409.15335000000005,Z1MZ409TIM3P1,3.6220000000000003,2.0,SW218968-1
101,179.04,1658518.5,409.33725,Z1MZ409TIM3P2,3.7615,2.0,SW218968-1
102,179.2,178258.0,409.5078,Z1MZ409TIM3P3,3.7615,2.0,SW218968-1
103,182.68,850738.5,409.1624,Z1MZ409TIM3P4,3.565,2.0,SW218968-1
104,103.49000000000001,51774.0,128.14445,Z1MZ128TIM6P1,6.385,2.0,SW218968-1
105,86.295,57111.0,128.952,Z1MZ128TIM6P2,6.66,2.0,SW218968-1
106,137.745,27922.5,234.14915000000002,Z1MZ234TIM2P1,2.4825,2.0,SW218968-1
107,145.38,102706.5,279.09365,Z1MZ279TIM7P1,7.4505,2.0,SW218968-1
108,215.5,241017.5,501.3747,Z1MZ501TIM5P1,5.896000000000001,2.0,SW218968-1
109,119.11,39526.5,247.9213,Z1MZ247TIM0P1,0.911,2.0,SW218968-1
110,207.22,409303.0,458.16925000000003,Z1MZ458TIM5P1,5.3495,2.0,SW218968-1
111,159.85500000000002,181641.0,286.18075,Z1MZ286TIM2P1,2.2245,2.0,SW218968-1
112,128.35,57170.5,286.03575,Z1MZ286TIM2P2,2.443,2.0,SW218968-1
113,178.495,202722.0,377.1363,Z1MZ377TIM4P1,4.5515,2.0,SW218968-1
114,178.725,1439702.5,377.13715,Z1MZ377TIM4P2,4.734500000000001,2.0,SW218968-1
115,176.36,199167.0,377.13689999999997,Z1MZ377TIM4P3,4.861000000000001,2.0,SW218968-1
116,105.30000000000001,60510.5,145.1015,Z1MZ145TIM4P1,4.760999999999999,2.0,SW218968-1
117,145.275,108475.5,250.17825,Z1MZ250TIM3P1,3.5165,2.0,SW218968-1
118,174.64,117144.0,381.1299,Z1MZ381TIM5P1,5.052999999999999,2.0,SW218968-1
119,144.95499999999998,310711.5,362.93025,Z1MZ362TIM6P1,6.385,2.0,SW218968-1
120,134.88,427952.5,207.1752,Z1MZ207TIM4P1,4.577500000000001,2.0,SW218968-1
121,149.01,30765.0,266.1727,Z1MZ266TIM3P1,3.1155,2.0,SW218968-1
122,178.52999999999997,282565.0,387.35005,Z1MZ387TIM3P1,3.7615,2.0,SW218968-1
123,178.94,15035918.0,387.183,Z1MZ387TIM3P2,3.7705,2.0,SW218968-1
124,188.93,80510.0,476.3073,Z1MZ476TIM1P1,1.963,2.0,SW218968-1
125,109.43,1603100.0,173.0838,Z1MZ173TIM2P1,2.4345,2.0,SW218968-1
126,195.12,693306.5,467.1394,Z1MZ467TIM3P1,3.355,2.0,SW218968-1
127,196.49,338563.0,407.27745,Z1MZ407TIM5P1,5.5905000000000005,2.0,SW218968-1
128,122.16,27259.0,187.1268,Z1MZ187TIM2P1,2.6270000000000002,2.0,SW218968-1
129,120.09,599717.0,187.11575,Z1MZ187TIM2P2,2.8485,2.0,SW218968-1
130,122.49000000000001,35220.5,187.1267,Z1MZ187TIM2P3,2.2424999999999997,2.0,SW218968-1
131,132.32999999999998,29448.5,289.0686,Z1MZ289TIM6P1,6.3934999999999995,2.0,SW218968-1
132,175.345,615382.5,333.14715,Z1MZ333TIM5P1,5.0794999999999995,2.0,SW218968-1
133,105.205,476889.5,155.07240000000002,Z1MZ155TIM2P1,2.4255,2.0,SW218968-1
134,104.82,64622.5,155.08544999999998,Z1MZ155TIM2P2,2.8575,2.0,SW218968-1
135,178.70499999999998,7046643.0,357.26345000000003,Z1MZ357TIM4P1,4.852,2.0,SW218968-1
136,122.07,103835.0,189.12475,Z1MZ189TIM3P1,3.3770000000000002,2.0,SW218968-1
137,126.44999999999999,10477.0,239.08905,Z1MZ239TIM3P1,3.2065,2.0,SW218968-1
138,133.85,29803.5,239.1102,Z1MZ239TIM3P2,3.8965,2.0,SW218968-1
139,158.325,67038.0,281.1368,Z1MZ281TIM5P1,5.429,2.0,SW218968-1
140,158.755,10424.5,281.13715,Z1MZ281TIM5P2,5.7035,2.0,SW218968-1
141,140.43,315734.5,200.20204999999999,Z1MZ200TIM4P1,4.5425,2.0,SW218968-1
142,108.175,128305.0,140.06955,Z1MZ140TIM5P1,5.21,2.0,SW218968-1
143,117.41499999999999,54261.0,155.15474999999998,Z1MZ155TIM1P1,1.658,2.0,SW218968-1
144,136.10000000000002,326776.0,233.11145,Z1MZ233TIM3P1,3.8360000000000003,2.0,SW218968-1
145,122.65,38131.5,190.12369999999999,Z1MZ190TIM2P1,2.0895,2.0,SW218968-1
146,154.69,142269.5,228.23284999999998,Z1MZ228TIM6P1,6.1365,2.0,SW218968-1
147,154.505,105869.0,228.2326,Z1MZ228TIM6P2,6.307,2.0,SW218968-1
148,207.575,918961.5,527.20455,Z1MZ527TIM4P1,4.9445,2.0,SW218968-1
149,133.775,21703.0,321.0279,Z1MZ321TIM2P1,2.43,2.0,SW218968-1
150,152.72,862123.0,430.9196,Z1MZ430TIM6P1,6.385,2.0,SW218968-1
151,118.375,18656.5,245.9306,Z1MZ245TIM1P1,1.6744999999999999,2.0,SW218968-1
152,130.67,13813.0,245.1364,Z1MZ245TIM1P2,1.937,2.0,SW218968-1
153,97.94,19955.5,149.02445,Z1MZ149TIM3P1,3.87,2.0,SW218968-1
154,188.77999999999997,1693309.0,421.2339,Z1MZ421TIM4P1,4.904999999999999,2.0,SW218968-1
155,127.06,10724.5,192.13819999999998,Z1MZ192TIM2P1,2.797,2.0,SW218968-1
156,133.475,744896.0,222.11325,Z1MZ222TIM4P1,4.394,2.0,SW218968-1
157,268.705,55706.0,663.4522999999999,Z1MZ663TIM6P1,6.0,2.0,SW218968-1
158,145.565,189561.5,235.17025,Z1MZ235TIM5P1,5.115,2.0,SW218968-1
159,145.185,15615.0,235.16899999999998,Z1MZ235TIM5P2,5.6905,2.0,SW218968-1
160,145.21,24819.5,235.1697,Z1MZ235TIM5P3,5.52,2.0,SW218968-1
161,189.58499999999998,7213983.0,365.19495,Z1MZ365TIM5P1,5.515499999999999,2.0,SW218968-1
162,182.76999999999998,5140357.5,365.19455000000005,Z1MZ365TIM5P2,5.3285,2.0,SW218968-1
163,143.18,35425.5,261.2491,Z1MZ261TIM3P1,3.3810000000000002,2.0,SW218968-1
164,200.66500000000002,106924.5,541.1215500000001,Z1MZ541TIM6P1,6.376,2.0,SW218968-1
165,290.19,1219411.5,410.18775,Z2MZ410TIM5P1,5.3285,2.0,SW218968-1
166,219.85000000000002,15283.0,525.1797,Z1MZ525TIM4P1,4.2325,2.0,SW218968-1
167,290.08000000000004,3109462.5,389.18510000000003,Z2MZ389TIM5P1,5.3285,2.0,SW218968-1
168,176.615,40021.0,443.1002,Z1MZ443TIM4P1,4.009499999999999,2.0,SW218968-1
169,117.645,19741.5,318.79425,Z1MZ318TIM6P1,6.4115,2.0,SW218968-1
170,129.1,67951.0,198.1282,Z1MZ198TIM2P1,2.0675,2.0,SW218968-1
171,145.03500000000003,672802.5,279.0944,Z1MZ279TIM4P1,4.167,2.0,SW218968-1
172,144.88,379060.0,279.09434999999996,Z1MZ279TIM4P2,4.5645,2.0,SW218968-1
173,144.575,844736.0,279.09425,Z1MZ279TIM4P3,4.390000000000001,2.0,SW218968-1
174,195.015,1071035.0,475.13160000000005,Z1MZ475TIM3P1,3.355,2.0,SW218968-1
175,186.03,787670.0,475.4317,Z1MZ475TIM3P2,3.6220000000000003,2.0,SW218968-1
176,186.495,40741.0,475.77525,Z1MZ475TIM3P3,3.6265,2.0,SW218968-1
177,123.46000000000001,83796.0,278.8714,Z1MZ278TIM0P1,0.5305,2.0,SW218968-1
178,124.045,79847.0,278.87170000000003,Z1MZ278TIM0P2,0.6920000000000001,2.0,SW218968-1
179,131.94,156707.5,204.13985,Z1MZ204TIM5P1,5.128,2.0,SW218968-1
180,159.38,50409.0,311.20875,Z1MZ311TIM3P1,3.1245,2.0,SW218968-1
181,171.23000000000002,279644.0,431.9312,Z1MZ431TIM3P1,3.0669999999999997,2.0,SW218968-1
182,172.66,1098123.5,431.13175,Z1MZ431TIM3P2,3.722,2.0,SW218968-1
183,187.965,2857195.5,384.2117,Z1MZ384TIM5P1,5.018,2.0,SW218968-1
184,174.825,259450.0,357.2618,Z1MZ357TIM5P1,5.686,2.0,SW218968-1
185,187.64,430275.0,357.1477,Z1MZ357TIM5P2,5.878,2.0,SW218968-1
186,170.39499999999998,1163007.5,357.26155,Z1MZ357TIM5P3,5.4945,2.0,SW218968-1
187,114.265,10773.5,170.09765,Z1MZ170TIM4P1,4.922499999999999,2.0,SW218968-1
188,204.51999999999998,65702.5,413.26559999999995,Z1MZ413TIM0P1,0.4085,2.0,SW218968-1
189,204.28500000000003,43961.0,413.2647,Z1MZ413TIM0P2,0.055,2.0,SW218968-1
190,153.415,82290.0,289.1421,Z1MZ289TIM4P1,4.4910000000000005,2.0,SW218968-1
191,147.385,103570.0,305.15935,Z1MZ305TIM2P1,2.6574999999999998,2.0,SW218968-1
192,190.64499999999998,188214.0,439.19405,Z1MZ439TIM4P1,4.5555,2.0,SW218968-1
193,129.88,30201.5,264.94079999999997,Z1MZ264TIM3P1,3.0895,2.0,SW218968-1
194,161.235,81358.5,278.21245,Z1MZ278TIM4P1,4.2545,2.0,SW218968-1
195,110.32,38832.5,161.09735,Z1MZ161TIM4P1,4.569,2.0,SW218968-1
196,109.345,108156.5,161.0972,Z1MZ161TIM4P2,4.896,2.0,SW218968-1
197,109.705,40788.5,161.09715,Z1MZ161TIM4P3,4.761,2.0,SW218968-1
198,98.0,107775.5,124.0881,Z1MZ124TIM6P1,6.3805,2.0,SW218968-1
199,100.36,13417.5,135.0818,Z1MZ135TIM3P1,3.4205,2.0,SW218968-1
200,149.24,25083.5,282.16935,Z1MZ282TIM1P1,1.6185,2.0,SW218968-1
201,143.24,22530.5,282.1898,Z1MZ282TIM1P2,1.9635000000000002,2.0,SW218968-1
202,195.135,191661.5,469.1366,Z1MZ469TIM3P1,3.355,2.0,SW218968-1
203,116.175,203810.0,183.09564999999998,Z1MZ183TIM2P1,2.452,2.0,SW218968-1
204,142.825,25435.0,225.24124999999998,Z1MZ225TIM3P1,3.9805,2.0,SW218968-1
205,142.39,175205.5,225.27245,Z1MZ225TIM3P2,3.691,2.0,SW218968-1
206,165.07,83251.5,331.1811,Z1MZ331TIM4P1,4.425,2.0,SW218968-1
207,177.28500000000003,80675.5,363.15740000000005,Z1MZ363TIM4P1,4.259,2.0,SW218968-1
208,179.155,86280.0,363.15755,Z1MZ363TIM4P2,4.0975,2.0,SW218968-1
209,334.235,120969.5,337.2033,Z2MZ337TIM3P1,3.304,2.0,SW218968-1
210,109.305,33401.5,169.91255,Z1MZ169TIM0P1,0.7755,2.0,SW218968-1
211,264.525,53286.0,226.15064999999998,Z2MZ226TIM3P1,3.6994999999999996,2.0,SW218968-1
212,140.47,124059.5,268.08320000000003,Z1MZ268TIM5P1,5.218999999999999,2.0,SW218968-1
213,139.97,17456.0,268.08285,Z1MZ268TIM5P2,5.4990000000000006,2.0,SW218968-1
214,169.715,148340.5,329.2233,Z1MZ329TIM4P1,4.137499999999999,2.0,SW218968-1
215,171.74,980479.0,367.1885,Z1MZ367TIM4P1,4.4384999999999994,2.0,SW218968-1
216,170.32,28798.5,367.1912,Z1MZ367TIM4P2,4.73,2.0,SW218968-1
217,170.56,70846.0,367.1883,Z1MZ367TIM4P3,4.9795,2.0,SW218968-1
218,128.655,12100.0,219.10424999999998,Z1MZ219TIM0P1,0.10350000000000001,2.0,SW218968-1
219,129.14499999999998,17349.0,219.1039,Z1MZ219TIM0P2,0.448,2.0,SW218968-1
220,153.58499999999998,254103.0,376.0825,Z1MZ376TIM2P1,2.43,2.0,SW218968-1
221,125.735,33869.5,215.1259,Z1MZ215TIM6P1,6.376,2.0,SW218968-1
222,109.195,111081.0,183.98985,Z1MZ183TIM3P1,3.067,2.0,SW218968-1
223,189.89499999999998,18642.5,374.3027,Z1MZ374TIM5P1,5.6945,2.0,SW218968-1
224,169.725,30691.5,315.23024999999996,Z1MZ315TIM5P1,5.425000000000001,2.0,SW218968-1
225,162.8,112660.0,254.2483,Z1MZ254TIM5P1,5.071,2.0,SW218968-1
226,159.685,41163.0,323.1616,Z1MZ323TIM4P1,4.0535,2.0,SW218968-1
227,166.275,62657.5,323.21225,Z1MZ323TIM4P2,4.717,2.0,SW218968-1
228,163.26,551850.0,323.16134999999997,Z1MZ323TIM4P3,4.1419999999999995,2.0,SW218968-1
229,129.35,1119437.0,203.14415000000002,Z1MZ203TIM5P1,5.0755,2.0,SW218968-1
230,194.665,60865.5,415.30335,Z1MZ415TIM5P1,5.171,2.0,SW218968-1
231,113.57499999999999,108481.5,217.8862,Z1MZ217TIM5P1,5.146000000000001,2.0,SW218968-1
232,118.815,487664.0,171.15055,Z1MZ171TIM5P1,5.7035,2.0,SW218968-1
233,131.045,11278.5,229.14085,Z1MZ229TIM3P1,3.085,2.0,SW218968-1
234,188.19,66753.0,451.1741,Z1MZ451TIM4P1,4.215,2.0,SW218968-1
235,131.565,223370.0,229.14155,Z1MZ229TIM2P1,2.64,2.0,SW218968-1
236,148.515,1352206.0,327.14305,Z1MZ327TIM2P1,2.662,2.0,SW218968-1
237,119.575,182401.0,178.1239,Z1MZ178TIM5P1,5.1145,2.0,SW218968-1
238,119.03999999999999,222326.5,178.12375,Z1MZ178TIM5P2,5.376,2.0,SW218968-1
239,119.81,327775.0,178.12394999999998,Z1MZ178TIM5P3,5.573,2.0,SW218968-1
240,119.765,145473.0,178.12380000000002,Z1MZ178TIM5P4,5.215,2.0,SW218968-1
241,164.645,26237.5,282.2211,Z1MZ282TIM3P1,3.242,2.0,SW218968-1
242,164.555,13140.0,282.2199,Z1MZ282TIM3P2,3.631,2.0,SW218968-1
243,164.535,46327.0,282.221,Z1MZ282TIM3P3,3.1419999999999995,2.0,SW218968-1
244,165.39499999999998,14463.5,282.22114999999997,Z1MZ282TIM3P4,3.8745,2.0,SW218968-1
245,157.31,15900.5,323.08175,Z1MZ323TIM3P1,3.3815,2.0,SW218968-1
246,190.54500000000002,292111.0,369.2971,Z1MZ369TIM6P1,6.022,2.0,SW218968-1
247,185.11,359664.0,310.31089999999995,Z1MZ310TIM6P1,6.2715,2.0,SW218968-1
248,355.12,49291.5,455.2969,Z2MZ455TIM3P1,3.312,2.0,SW218968-1
249,136.95999999999998,31995.5,263.0919,Z1MZ263TIM3P1,3.766,2.0,SW218968-1
250,148.85500000000002,83571.5,255.1899,Z1MZ255TIM4P1,4.6215,2.0,SW218968-1
251,153.815,49412.5,255.24335,Z1MZ255TIM4P2,4.739000000000001,2.0,SW218968-1
252,141.16500000000002,38384.0,255.1596,Z1MZ255TIM4P3,4.8185,2.0,SW218968-1
